governorate_code,year,month,total_visitors,international_visitors,domestic_visitors,avg_occupancy_rate,total_rooms,total_beds,occupied_rooms,temp,temp_max,rain,ramadan_days,eid_fitr_days,eid_adha_days,ramadan_start_date,ramadan_end_date,eid_fitr_date,eid_adha_date,is_ramadan_month,is_eid_month,name,highway_distance_km,has_airport,major_roads,road_density,accessibility_score,weather_adjusted_visitors,ramadan_adjusted_occupancy,accessibility_efficiency,visitors_per_bed,rooms_per_1000,beds_per_1000,intl_pct,capacity_adequacy,seasonal_amplitude
KAR,2020,3,1753,797,956,55,60,100,33,11.458064516129031,24.6,140.1,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Karak,30,False,1,low,35,1528,55.0,50.08571428571429,17.53,34.227039361095265,57.04506560182544,45.464917284654874,6.246434683399886,74.26396955738032
KAR,2020,4,1673,517,1156,67,60,100,40,14.893333333333334,28.1,17.6,7,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,True,False,Karak,30,False,1,low,35,1544,71.69,47.8,16.73,35.86371787208607,59.772863120143455,30.90257023311417,6.545128511655708,74.26396955738032
KAR,2020,5,1749,587,1162,44,60,100,26,20.98709677419355,34.6,37.9,23,3,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,True,True,Karak,30,False,1,low,35,1723,54.12,49.97142857142857,17.49,34.30531732418525,57.17552887364208,33.562035448827906,6.260720411663808,74.26396955738032
KAR,2020,6,1107,500,607,39,60,100,23,22.92,31.3,0.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Karak,30,False,1,low,35,1058,39.0,31.62857142857143,11.07,54.200542005420054,90.3342366757001,45.16711833785004,9.89159891598916,74.26396955738032
KAR,2020,7,969,413,556,27,60,100,16,26.177419354838708,37.6,0.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Karak,30,False,1,low,35,879,27.0,27.685714285714287,9.69,61.919504643962846,103.19917440660474,42.621259029927764,11.30030959752322,74.26396955738032
KAR,2020,8,1157,425,732,30,60,100,18,24.91290322580645,38.5,0.0,0,0,4,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,True,Karak,30,False,1,low,35,1071,30.0,33.05714285714286,11.57,51.85825410544512,86.4304235090752,36.732929991356954,9.464131374243733,74.26396955738032
KAR,2020,9,1532,761,771,50,60,100,30,27.49,39.9,0.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Karak,30,False,1,low,35,1359,50.0,43.77142857142857,15.32,39.1644908616188,65.27415143603133,49.67362924281984,7.1475195822454305,74.26396955738032
KAR,2020,10,1798,782,1016,62,60,100,37,22.98709677419355,33.3,0.4,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Karak,30,False,1,low,35,1717,62.0,51.371428571428574,17.98,33.370411568409345,55.61735261401557,43.49276974416018,6.0901001112347055,74.26396955738032
KAR,2020,11,1247,427,820,58,60,100,34,13.496666666666666,22.4,60.8,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Karak,30,False,1,low,35,1125,58.0,35.628571428571426,12.47,48.115477145148354,80.1924619085806,34.242181234963915,8.781074578989575,74.26396955738032
KAR,2020,12,1100,374,726,41,60,100,24,10.687096774193549,22.0,25.7,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Karak,30,False,1,low,35,946,41.0,31.428571428571427,11.0,54.54545454545454,90.9090909090909,34.0,9.954545454545455,74.26396955738032
KAR,2021,1,853,277,576,41,60,100,24,9.53225806451613,19.4,43.2,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,719,41.0,24.37142857142857,8.53,70.33997655334115,117.23329425556858,32.4736225087925,12.83704572098476,74.26396955738032
KAR,2021,2,1213,573,640,47,60,100,28,10.071428571428571,21.2,57.1,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,1032,47.0,34.65714285714286,12.13,49.4641384995878,82.44023083264634,47.23825226710635,9.027205276174774,74.26396955738032
KAR,2021,3,1799,581,1218,58,60,100,34,12.283870967741937,30.0,17.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,1590,58.0,51.4,17.99,33.35186214563647,55.5864369093941,32.295719844357976,6.0867148415786545,74.26396955738032
KAR,2021,4,2002,732,1270,58,60,100,34,18.476666666666667,34.0,1.4,18,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,True,False,Karak,30,False,1,low,35,1956,68.44,57.2,20.02,29.970029970029973,49.95004995004995,36.56343656343656,5.469530469530469,74.26396955738032
KAR,2021,5,1718,588,1130,56,60,100,33,23.251612903225805,34.2,0.0,12,3,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,True,True,Karak,30,False,1,low,35,1634,62.720000000000006,49.08571428571429,17.18,34.92433061699651,58.20721769499418,34.22584400465657,6.373690337601863,74.26396955738032
KAR,2021,6,1269,442,827,33,60,100,19,22.863333333333333,32.8,0.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,1214,33.0,36.25714285714286,12.69,47.28132387706856,78.80220646178093,34.830575256107174,8.628841607565011,74.26396955738032
KAR,2021,7,1223,500,723,39,60,100,23,25.729032258064517,36.2,0.1,0,0,4,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,True,Karak,30,False,1,low,35,1117,39.0,34.94285714285714,12.23,49.05968928863451,81.76614881439085,40.883074407195416,8.953393295175797,74.26396955738032
KAR,2021,8,1162,396,766,29,60,100,17,26.46451612903226,37.3,0.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,1049,29.0,33.2,11.62,51.63511187607573,86.05851979345955,34.07917383820998,9.423407917383821,74.26396955738032
KAR,2021,9,1544,514,1030,50,60,100,30,22.516666666666666,34.4,3.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,1485,50.0,44.114285714285714,15.44,38.860103626943,64.76683937823833,33.29015544041451,7.091968911917099,74.26396955738032
KAR,2021,10,2011,744,1267,53,60,100,31,20.174193548387095,31.2,3.2,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,2005,53.0,57.457142857142856,20.11,29.835902536051716,49.72650422675286,36.99651914470412,5.445052212829438,74.26396955738032
KAR,2021,11,1350,587,763,49,60,100,29,16.093333333333334,26.4,14.7,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,1270,49.0,38.57142857142857,13.5,44.44444444444444,74.07407407407408,43.48148148148148,8.11111111111111,74.26396955738032
KAR,2021,12,1075,500,575,30,60,100,18,10.064516129032258,23.3,30.5,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Karak,30,False,1,low,35,914,30.0,30.714285714285715,10.75,55.81395348837209,93.02325581395348,46.51162790697674,10.186046511627907,74.26396955738032
KAR,2022,1,871,400,471,34,60,100,20,6.04516129032258,17.5,67.6,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,688,34.0,24.885714285714286,8.71,68.88633754305395,114.8105625717566,45.924225028702644,12.571756601607348,74.26396955738032
KAR,2022,2,1195,437,758,40,60,100,24,8.392857142857142,21.8,41.5,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,986,40.0,34.142857142857146,11.95,50.2092050209205,83.68200836820083,36.56903765690377,9.163179916317992,74.26396955738032
KAR,2022,3,1816,745,1071,49,60,100,29,8.483870967741936,23.3,27.0,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,1502,49.0,51.885714285714286,18.16,33.03964757709251,55.06607929515418,41.02422907488987,6.029735682819383,74.26396955738032
KAR,2022,4,2059,867,1192,59,60,100,35,20.273333333333333,33.7,6.499999999999999,29,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,True,False,Karak,30,False,1,low,35,2050,76.11,58.82857142857143,20.59,29.140359397765906,48.56726566294318,42.107819329771736,5.318115590092278,74.26396955738032
KAR,2022,5,1608,709,899,58,60,100,34,20.703225806451613,35.1,5.0,1,3,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,True,True,Karak,30,False,1,low,35,1591,58.58,45.94285714285714,16.08,37.31343283582089,62.18905472636816,44.092039800995025,6.809701492537314,74.26396955738032
KAR,2022,6,1440,576,864,36,60,100,21,23.78,33.4,0.4,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,1358,36.0,41.142857142857146,14.4,41.666666666666664,69.44444444444444,40.0,7.604166666666667,74.26396955738032
KAR,2022,7,1110,353,757,37,60,100,22,24.822580645161292,34.3,0.0,0,0,4,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,True,Karak,30,False,1,low,35,1029,37.0,31.714285714285715,11.1,54.054054054054056,90.09009009009009,31.801801801801805,9.864864864864865,74.26396955738032
KAR,2022,8,1284,545,739,45,60,100,27,26.69677419354839,37.9,0.0,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,1155,45.0,36.68571428571428,12.84,46.72897196261682,77.8816199376947,42.44548286604362,8.52803738317757,74.26396955738032
KAR,2022,9,1481,691,790,63,60,100,37,24.2,36.4,0.2,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,1387,63.0,42.31428571428572,14.81,40.51316677920324,67.5219446320054,46.65766374071573,7.393652937204592,74.26396955738032
KAR,2022,10,1776,725,1051,60,60,100,36,19.596774193548388,30.3,12.6,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,1765,60.0,50.74285714285714,17.76,33.78378378378378,56.306306306306304,40.822072072072075,6.16554054054054,74.26396955738032
KAR,2022,11,1442,564,878,58,60,100,34,13.846666666666666,23.2,42.4,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,1308,58.0,41.2,14.42,41.608876560332874,69.34812760055478,39.1123439667129,7.593619972260749,74.26396955738032
KAR,2022,12,1110,429,681,31,60,100,18,10.970967741935484,19.3,23.9,0,0,0,2022-04-02,2022-05-01,2022-05-02,2022-07-11,False,False,Karak,30,False,1,low,35,959,31.0,31.714285714285715,11.1,54.054054054054056,90.09009009009009,38.648648648648646,9.864864864864865,74.26396955738032
KAR,2023,1,883,309,574,40,60,100,24,8.80967741935484,19.9,19.4,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,734,40.0,25.228571428571428,8.83,67.95016987542468,113.25028312570781,34.994337485843715,12.400906002265005,74.26396955738032
KAR,2023,2,1037,428,609,33,60,100,19,7.321428571428571,21.7,31.0,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,839,33.0,29.62857142857143,10.37,57.85920925747348,96.43201542912247,41.27290260366442,10.55930568948891,74.26396955738032
KAR,2023,3,1700,540,1160,57,60,100,34,12.7,28.5,56.6,10,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,True,False,Karak,30,False,1,low,35,1513,62.7,48.57142857142857,17.0,35.294117647058826,58.8235294117647,31.76470588235294,6.4411764705882355,74.26396955738032
KAR,2023,4,2175,1002,1173,64,60,100,38,16.033333333333335,30.2,30.1,20,3,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,True,True,Karak,30,False,1,low,35,2045,76.8,62.142857142857146,21.75,27.586206896551722,45.97701149425287,46.06896551724138,5.0344827586206895,74.26396955738032
KAR,2023,5,1559,762,797,44,60,100,26,20.467741935483872,32.8,19.5,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,1548,44.0,44.542857142857144,15.59,38.486209108402825,64.14368184733804,48.877485567671584,7.023733162283515,74.26396955738032
KAR,2023,6,1119,489,630,35,60,100,21,23.23,34.4,10.0,0,0,1,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,True,Karak,30,False,1,low,35,1064,35.0,31.97142857142857,11.19,53.61930294906166,89.36550491510278,43.69973190348526,9.785522788203753,74.26396955738032
KAR,2023,7,995,477,518,41,60,100,24,26.896774193548385,37.1,0.0,0,0,3,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,True,Karak,30,False,1,low,35,892,41.0,28.428571428571427,9.95,60.30150753768844,100.50251256281408,47.93969849246231,11.00502512562814,74.26396955738032
KAR,2023,8,1351,417,934,42,60,100,25,26.903225806451612,41.0,0.0,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,1211,42.0,38.6,13.51,44.41154700222058,74.01924500370097,30.866025166543302,8.105107327905255,74.26396955738032
KAR,2023,9,1640,524,1116,62,60,100,37,24.89333333333333,35.3,1.1,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,1519,62.0,46.857142857142854,16.4,36.58536585365854,60.97560975609756,31.951219512195124,6.676829268292683,74.26396955738032
KAR,2023,10,1912,786,1126,59,60,100,35,20.293548387096777,30.1,27.1,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,1903,59.0,54.628571428571426,19.12,31.380753138075313,52.30125523012552,41.10878661087866,5.726987447698745,74.26396955738032
KAR,2023,11,1579,781,798,56,60,100,33,16.79,26.1,36.8,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,1502,56.0,45.114285714285714,15.79,37.99873337555415,63.33122229259025,49.46168461051298,6.934768841038632,74.26396955738032
KAR,2023,12,993,441,552,38,60,100,22,12.183870967741935,24.6,33.2,0,0,0,2023-03-22,2023-04-20,2023-04-21,2023-06-30,False,False,Karak,30,False,1,low,35,876,38.0,28.37142857142857,9.93,60.422960725075534,100.70493454179255,44.41087613293052,11.027190332326285,74.26396955738032
KAR,2024,1,813,292,521,41,60,100,24,9.716129032258063,20.0,32.4,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,687,41.0,23.228571428571428,8.13,73.80073800738008,123.00123001230013,35.916359163591636,13.468634686346864,74.26396955738032
KAR,2024,2,984,299,685,45,60,100,27,8.96206896551724,18.3,47.6,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,821,45.0,28.114285714285714,9.84,60.97560975609756,101.6260162601626,30.386178861788615,11.128048780487806,74.26396955738032
KAR,2024,3,1740,604,1136,54,60,100,32,12.5,26.1,27.3,21,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,True,False,Karak,30,False,1,low,35,1544,65.34,49.714285714285715,17.4,34.48275862068965,57.47126436781609,34.71264367816092,6.293103448275862,74.26396955738032
KAR,2024,4,1653,663,990,68,60,100,40,18.926666666666662,33.0,17.1,9,3,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,True,True,Karak,30,False,1,low,35,1626,74.12,47.22857142857143,16.53,36.29764065335753,60.49606775559589,40.10889292196007,6.624319419237749,74.26396955738032
KAR,2024,5,1666,737,929,45,60,100,27,20.161290322580644,32.8,5.1,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,1661,45.0,47.6,16.66,36.01440576230492,60.024009603841534,44.237695078031216,6.572629051620648,74.26396955738032
KAR,2024,6,1208,503,705,47,60,100,28,27.733333333333334,37.3,0.0,0,0,4,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,True,Karak,30,False,1,low,35,1067,47.0,34.51428571428571,12.08,49.668874172185426,82.78145695364239,41.639072847682115,9.064569536423841,74.26396955738032
KAR,2024,7,1262,501,761,37,60,100,22,26.48709677419355,34.0,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,1139,37.0,36.05714285714286,12.62,47.543581616481774,79.23930269413628,39.69889064976228,8.676703645007924,74.26396955738032
KAR,2024,8,1172,418,754,34,60,100,20,25.751612903225805,32.9,0.0,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,1070,34.0,33.48571428571429,11.72,51.19453924914676,85.32423208191128,35.665529010238906,9.343003412969283,74.26396955738032
KAR,2024,9,1400,656,744,55,60,100,33,23.133333333333333,32.4,0.4,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,1334,55.0,40.0,14.0,42.857142857142854,71.42857142857143,46.85714285714286,7.821428571428571,74.26396955738032
KAR,2024,10,1558,556,1002,62,60,100,37,19.26451612903226,30.3,0.6,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,1540,62.0,44.51428571428571,15.58,38.510911424903725,64.18485237483954,35.68677792041078,7.028241335044929,74.26396955738032
KAR,2024,11,1223,492,731,45,60,100,27,13.706666666666669,23.2,19.700000000000003,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,1107,45.0,34.94285714285714,12.23,49.05968928863451,81.76614881439085,40.228945216680295,8.953393295175797,74.26396955738032
KAR,2024,12,1105,470,635,42,60,100,25,10.13548387096774,20.0,7.6,0,0,0,2024-03-11,2024-04-09,2024-04-10,2024-06-19,False,False,Karak,30,False,1,low,35,941,42.0,31.571428571428573,11.05,54.29864253393665,90.49773755656108,42.53393665158371,9.90950226244344,74.26396955738032
KAR,2025,1,966,338,628,38,60,100,22,9.603225806451611,18.8,21.4,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,815,38.0,27.6,9.66,62.11180124223603,103.51966873706004,34.989648033126294,11.335403726708075,74.26396955738032
KAR,2025,2,1128,410,718,47,60,100,28,6.7178571428571425,19.0,55.8,1,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,True,False,Karak,30,False,1,low,35,903,47.47,32.22857142857143,11.28,53.191489361702125,88.65248226950355,36.347517730496456,9.707446808510639,74.26396955738032
KAR,2025,3,1724,529,1195,62,60,100,37,13.44516129032258,27.5,58.8,29,2,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,True,True,Karak,30,False,1,low,35,1554,79.98,49.25714285714286,17.24,34.80278422273782,58.0046403712297,30.684454756380507,6.351508120649652,74.26396955738032
KAR,2025,4,1877,937,940,61,60,100,36,17.256666666666668,33.4,6.9,0,1,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,True,Karak,30,False,1,low,35,1799,61.0,53.628571428571426,18.77,31.965903036760785,53.276505061267976,49.9200852424081,5.833777304208844,74.26396955738032
KAR,2025,5,1550,527,1023,47,60,100,28,20.996774193548383,35.9,6.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,1526,47.0,44.285714285714285,15.5,38.70967741935484,64.51612903225806,34.0,7.064516129032258,74.26396955738032
KAR,2025,6,1378,589,789,48,60,100,28,24.146666666666665,33.8,0.0,0,0,4,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,True,Karak,30,False,1,low,35,1292,48.0,39.371428571428574,13.78,43.54136429608128,72.56894049346879,42.743105950653124,7.946298984034833,74.26396955738032
KAR,2025,7,1260,416,844,39,60,100,23,26.003225806451617,34.2,0.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,1146,39.0,36.0,12.6,47.61904761904761,79.36507936507937,33.01587301587301,8.69047619047619,74.26396955738032
KAR,2025,8,1039,324,715,40,60,100,24,26.403225806451612,40.2,1.2,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,939,40.0,29.685714285714287,10.39,57.74783445620789,96.24639076034649,31.183830606352263,10.53897978825794,74.26396955738032
KAR,2025,9,1427,521,906,53,60,100,31,23.063333333333333,31.8,0.9,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,1361,53.0,40.77142857142857,14.27,42.04625087596356,70.0770847932726,36.510161177295025,7.67344078486335,74.26396955738032
KAR,2025,10,1868,845,1023,66,60,100,39,20.09032258064516,31.8,0.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,1865,66.0,53.371428571428574,18.68,32.11991434689507,53.53319057815846,45.235546038543895,5.861884368308351,74.26396955738032
KAR,2025,11,1275,467,808,50,60,100,30,17.993333333333332,29.7,14.6,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,1236,50.0,36.42857142857143,12.75,47.05882352941176,78.43137254901961,36.627450980392155,8.588235294117647,74.26396955738032
KAR,2025,12,1091,333,758,31,60,100,18,9.935483870967742,23.9,80.0,0,0,0,2025-02-28,2025-03-29,2025-03-30,2025-06-08,False,False,Karak,30,False,1,low,35,926,31.0,31.17142857142857,10.91,54.995417048579284,91.6590284142988,30.522456461961507,10.03666361136572,74.26396955738032
MAA,2020,1,3773,1658,2115,56,690,1150,386,7.425806451612903,19.1,85.69999999999999,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,3061,56.0,83.84444444444445,3.280869565217391,182.87834614365227,304.79724357275376,43.94381129075007,33.375298171216535,63.03982176437826
MAA,2020,2,3523,1220,2303,53,690,1150,365,9.634482758620688,19.1,65.4,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,2975,53.0,78.28888888888889,3.0634782608695654,195.85580471189326,326.4263411864888,34.62957706500142,35.74368435992052,63.03982176437826
MAA,2020,3,5441,1923,3518,68,690,1150,469,13.029032258064516,24.5,71.6,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,4872,68.0,120.91111111111111,4.731304347826087,126.81492372725603,211.35820621209336,35.34276787355265,23.143723580224222,63.03982176437826
MAA,2020,4,7517,2889,4628,75,690,1150,517,16.486666666666668,29.6,8.6,7,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,True,False,Petra (Wadi Musa),20,False,1,low,45,7120,80.25,167.04444444444445,6.536521739130435,91.7919382732473,152.9865637887455,38.43288545962485,16.752028734867633,63.03982176437826
MAA,2020,5,5952,2546,3406,71,690,1150,489,22.42258064516129,35.3,18.5,23,3,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,True,True,Petra (Wadi Musa),20,False,1,low,45,5735,87.33,132.26666666666668,5.175652173913043,115.9274193548387,193.21236559139786,42.7755376344086,21.156754032258064,63.03982176437826
MAA,2020,6,4573,1874,2699,63,690,1150,434,24.59333333333333,32.6,0.5,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,4257,63.0,101.62222222222222,3.9765217391304346,150.88563306363437,251.47605510605732,40.979663240760985,27.536628034113274,63.03982176437826
MAA,2020,7,4467,1403,3064,55,690,1150,379,27.40967741935484,37.5,0.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,3970,55.0,99.26666666666667,3.8843478260869566,154.4660846205507,257.44347436758454,31.40810387284531,28.190060443250502,63.03982176437826
MAA,2020,8,3918,1526,2392,57,690,1150,393,26.19032258064516,36.6,0.0,0,0,4,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,True,Petra (Wadi Musa),20,False,1,low,45,3554,57.0,87.06666666666666,3.40695652173913,176.11026033690658,293.517100561511,38.94844308320572,32.14012251148545,63.03982176437826
MAA,2020,9,5682,2185,3497,71,690,1150,489,28.373333333333335,39.3,0.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,4968,71.0,126.26666666666667,4.940869565217391,121.43611404435057,202.39352340725097,38.454769447377686,22.162090813093982,63.03982176437826
MAA,2020,10,7077,2471,4606,81,690,1150,558,24.103225806451615,33.7,0.3,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,6641,81.0,157.26666666666668,6.153913043478261,97.49894022891056,162.49823371485093,34.91592482690405,17.793556591776177,63.03982176437826
MAA,2020,11,5776,2748,3028,59,690,1150,407,15.15,24.7,23.9,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,5355,59.0,128.35555555555555,5.022608695652174,119.45983379501385,199.09972299168973,47.57617728531856,21.80141966759003,63.03982176437826
MAA,2020,12,3731,1794,1937,58,690,1150,400,12.819354838709677,23.8,21.0,0,0,0,2020-04-24,2020-05-23,2020-05-24,2020-08-02,False,False,Petra (Wadi Musa),20,False,1,low,45,3329,58.0,82.91111111111111,3.2443478260869565,184.9370142053069,308.2283570088448,48.08362369337979,33.75100509246851,63.03982176437826
MAA,2021,1,3763,1776,1987,47,690,1150,324,11.425806451612903,20.4,22.6,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Petra (Wadi Musa),20,False,1,low,45,3279,47.0,83.62222222222222,3.272173913043478,183.36433696518736,305.60722827531225,47.196385862343874,33.46399149614669,63.03982176437826
MAA,2021,2,4379,1408,2971,61,690,1150,420,11.671428571428573,20.9,55.5,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Petra (Wadi Musa),20,False,1,low,45,3831,61.0,97.31111111111112,3.807826086956522,157.57022151176068,262.61703585293446,32.153459693994066,28.756565425896323,63.03982176437826
MAA,2021,3,6559,2315,4244,65,690,1150,448,14.158064516129032,32.7,7.699999999999999,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Petra (Wadi Musa),20,False,1,low,45,5984,65.0,145.75555555555556,5.7034782608695656,105.19896325659398,175.33160542765665,35.29501448391523,19.198810794328402,63.03982176437826
MAA,2021,4,7367,2652,4715,69,690,1150,476,19.586666666666662,34.4,0.8,18,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,True,False,Petra (Wadi Musa),20,False,1,low,45,7321,81.42,163.7111111111111,6.406086956521739,93.66092032034749,156.10153386724582,35.99837111442921,17.093117958463417,63.03982176437826
MAA,2021,5,6898,2303,4595,57,690,1150,393,24.580645161290324,34.8,0.0,12,3,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,True,True,Petra (Wadi Musa),20,False,1,low,45,6424,63.84,153.2888888888889,5.998260869565217,100.02899391127863,166.71498985213103,33.38648883734416,18.25529138880835,63.03982176437826
MAA,2021,6,4954,2249,2705,62,690,1150,427,24.46333333333333,33.5,0.0,0,0,0,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,False,Petra (Wadi Musa),20,False,1,low,45,4622,62.0,110.08888888888889,4.3078260869565215,139.28138877674607,232.13564796124345,45.397658457811865,25.418853451756156,63.03982176437826
MAA,2021,7,4001,1407,2594,44,690,1150,303,26.76451612903226,36.5,0.0,0,0,4,2021-04-13,2021-05-12,2021-05-13,2021-07-22,False,True,Petra (Wadi Musa),20,False,1,low,45,3595,44.0,88.91111111111111,3.4791304347826086,172.45688577855537,287.42814296425894,35.166208447888025,31.473381654586355,63.03982176437826
